Time,Res_Freq,Amplitude,Phase,Sample_number,Peak,Before_compression,After_compression,Compression_ratio,Compression_time
1286.000555,3836.779872,8.268,43.16,7,1,14.33,11.3,1.2681415929203539,2245.699446
784.599877,3836.860615,19.806,-1.04,6,1,13.99,11.2,1.249107142857143,165.1504460000001
1010.403792,3836.994547,1.312,-84.53,9,1,12.8,10.3,1.2427184466019416,1032.556058
785.599934,3837.008048,19.618,-2.02,6,1,13.99,11.2,1.249107142857143,165.1504460000001
785.499928,3837.008048,19.618,-2.02,6,1,13.99,11.2,1.249107142857143,165.1504460000001
776.550416,3837.023047,8.016,14.97,7,1,14.33,11.3,1.2681415929203539,2245.699446
737.500183,3837.190933,13.638,10.91,6,1,13.99,11.2,1.249107142857143,165.1504460000001
992.299757,3837.197683,4.292,64.02,7,1,14.33,11.3,1.2681415929203539,2245.699446
785.69994,3837.282736,19.834,-6.78,6,1,13.99,11.2,1.249107142857143,165.1504460000001
1287.000612,3837.43608,7.192,-23.92,7,1,14.33,11.3,1.2681415929203539,2245.699446
784.799888,3838.310373,19.98,-10.0,6,1,13.99,11.2,1.249107142857143,165.1504460000001
111.750392,3838.377046,3.278,8.15,7,1,14.33,11.3,1.2681415929203539,2245.699446
784.899894,3838.924041,18.44,-5.77,6,1,13.99,11.2,1.249107142857143,165.1504460000001
784.699883,3839.114064,19.682,-0.92,6,1,13.99,11.2,1.249107142857143,165.1504460000001
701.900146,3840.100763,6.17,4.19,6,1,13.99,11.2,1.249107142857143,165.1504460000001
110.550323,3841.791349,4.15,-60.34,7,1,14.33,11.3,1.2681415929203539,2245.699446
110.450317,3841.791349,4.15,-60.34,7,1,14.33,11.3,1.2681415929203539,2245.699446
776.650422,3843.236354,7.906,12.91,7,1,14.33,11.3,1.2681415929203539,2245.699446
138.049896,3843.871012,3.602,-62.33,7,1,14.33,11.3,1.2681415929203539,2245.699446
138.149902,3843.871012,3.602,-62.33,7,1,14.33,11.3,1.2681415929203539,2245.699446
1286.900607,3844.005014,5.332,-59.16,7,1,14.33,11.3,1.2681415929203539,2245.699446
604.05055,3845.144923,0.792,-64.82,8,1,13.99,11.2,1.249107142857143,70.40002600000003
702.000152,3845.697754,7.612,8.54,6,1,13.99,11.2,1.249107142857143,165.1504460000001
738.800257,3847.036161,12.194,-42.91,6,1,13.99,11.2,1.249107142857143,165.1504460000001
863.400383,3847.063994,5.222,58.7,7,1,14.33,11.3,1.2681415929203539,2245.699446
767.499898,3847.121305,5.586,57.83,6,1,13.99,11.2,1.249107142857143,165.1504460000001
768.39995,3847.483716,10.218,-21.53,6,1,13.99,11.2,1.249107142857143,165.1504460000001
771.300116,3847.53117,10.576,-54.61,6,1,13.99,11.2,1.249107142857143,165.1504460000001
771.400122,3847.53117,10.576,-54.61,6,1,13.99,11.2,1.249107142857143,165.1504460000001
776.750428,3847.630686,7.52,7.91,7,1,14.33,11.3,1.2681415929203539,2245.699446
1286.102561,3849.184944,9.032,27.57,7,1,14.33,11.3,1.2681415929203539,2245.699446
702.100158,3849.735897,6.962,4.2,6,1,13.99,11.2,1.249107142857143,165.1504460000001
724.950465,3850.165603,4.192,66.68,11,1,14.33,11.3,1.2681415929203539,188.85680300000013
768.299944,3852.231655,1.464,-72.73,6,1,13.99,11.2,1.249107142857143,165.1504460000001
768.199939,3852.231655,1.464,-72.73,6,1,13.99,11.2,1.249107142857143,165.1504460000001
552.150581,3853.046758,4.2,67.19,8,1,13.99,11.2,1.249107142857143,70.40002600000003
1286.200566,3853.255099,8.984,6.98,7,1,14.33,11.3,1.2681415929203539,2245.699446
